2766 Turner Street,Vancouver,"$1,298,880",4,3,2,1,2,1927,3740,9999,House/Single Family / 2 Storey,Freehold NonStrata,Vancouver East,V5K 2G4,"Extensively renovated Vancouver house. Features 3 bedrooms upstairs & 1bed room suite w/open floor concept in basement. Close to 200k in recent renovation including new kitchen w/ granite counter & kitchen aid appliances, new bath, engineered hardwood floorings & tiles throughout, new windows, new roof, new furnace & hot water tank, upgraded plumbing & electricity, new stucco exterior, 6X25 cold room as wine cellar. Double detached garage in backyard can be easily converted to lane home. Immaculately maintained solid house. Blocks away from public/ private schools, community centres, public transportation and shopping. This property should not be missed. Open House on Apr 23&24, Sat&Sun 2-4 pm. Showings only by open house.",1,Full,3831.4,,84,1,"April 19, 2016 9:41 pm","[""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-2.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-3.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-4.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-5.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-6.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-7.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-8.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-9.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-10.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-11.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-12.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-13.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-14.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-15.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-16.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-17.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-18.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-19.jpg?2016-04-19+04%3A39%3A00"", ""https://photos.lilypad.ca/2766-turner-street-vancouver-R2058951-20.jpg?2016-04-19+04%3A39%3A00""]"
1707 Prestwick Drive,Vancouver,"$1,699,000",4,2,2,0,2,1470,5125.6,1950,House/Single Family / Rancher/Bungalow w/Bsmt.,Freehold NonStrata,Vancouver East,V5P 2E5,"READY TO BUILD! Building plans in place and development permits issued. Imagine your own custom built 3,456 sqft home on this sunny corner view lot! HUGE rooftop deck with views to the Fraser River and Richmond. 6 bedrooms, 6 bathrooms, recreation room and Entertainment area. Perfect for a family! Choose your features and customize to your own taste and needs! Open SAT/SUN APRIL 23/24 2-4pm",0,Fully Finished,4198.63,,70,1,"April 19, 2016 10:26 pm",[]
4662 Puget Drive,Vancouver,"$6,650,000",3,4,3,1,2,3643,14401.79,1959,House/Single Family / 2 Storey,Freehold NonStrata,Vancouver West,V6L 2W1,"Truly rare to the market! This magnificent Ron Thom designed home sits on a massive 14,400 square-foot lot that has breathtaking city, water, and mountain views. This house is hidden from the street, but opens up to a spectacular north-facing view. This unique design captures the best of a west-coast feel as the interior is integrated with a huge, outdoor deck. Unique in every sense of the word! Agents' open house on April 20 from 10:00am to 1:00pm. Public open house Sunday the 24th from 1:00pm to 4:00pm.",1,Fully Finished,19134.73,,57,1,"April 18, 2016 9:36 pm","[""http://maps.googleapis.com/maps/api/streetview?size=470x380&location=4662 Puget Drive  Vancouver, V6L 2W1&sensor=false&fov=70&key=AIzaSyAFiN68UFakXeUjLPb7oAsw3OxToWJuuPE""]"
2733 Franklin Street,Vancouver,"$1,699,000",5,3,2,1,2,2552,4026,1914,House/Single Family / 2 Storey,Freehold NonStrata,Vancouver East,V5K 1X7,"What a beauty! Welcome to this 1914 Craftsman Bungalow Heritage ""B"" lovingly & patiently restored to its current glory! The large foyer sets the tone with its beautiful wainscoting, 9'4 ceiling height & inlaid oak flooring. Cozy up by the fireplace in your comfortable living room drenched by natural light, host your loved ones in the adjacent large dining room while marvelling at the wood beamed ceiling & superb original built-in buffet. The 3 sizeable bedrooms & charming 1.5 bath with claw foot tub will house your family for a very long time. Airy modern kitchen & eat-in area from which to access a lush fenced backyard & detached garage. The bsmt offers a 2 bed suite & a large separate unfinished area which could be a rec/family room for you. Hastings Sunrise living at its best!What a beauty! Welcome to this 1914 Craftsman Bungalow Heritage ""B"" lovingly & patiently restored to its current glory! The large foyer sets the tone with its beautiful wainscoting, 9'4 ceiling height & gleaming inlaid oak flooring. Cozy up by the fireplace in your comfortable living room drenched by natural light, host your loved ones in the adjacent large dining room while marvelling at the wood beamed ceiling & superb original built-in buffet. The 3 sizeable bedrooms & charming 1.5 bath with claw foot tub will house your family for a very long time. Airy modern kitchen & eat-in area from which to access a lush fenced backyard & detached garage. The basement offers 2 bed suite & a large separate area which could be a rec/family room for you. Hastings Sunrise living at its best! Open Thurs April 21st, 5:30pm - 6:30pm, Sat & Sun April 23rd/24th, 1:00pm - 3:00pm.",1,"Full, Fully Finished",4090.87,,88,1,"April 19, 2016 7:47 pm","[""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-2.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-3.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-4.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-5.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-6.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-7.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-8.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-9.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-10.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-11.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-12.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-13.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-14.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-15.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-16.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-17.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-18.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-19.jpg?2016-04-18+22%3A31%3A00"", ""https://photos.lilypad.ca/2733-franklin-street-vancouver-R2058880-20.jpg?2016-04-18+22%3A31%3A00""]"
1891 Upland Drive,Vancouver,"$2,998,000",7,6,6,0,3,3772,5407,2016,"House/Single Family / 2 Storey w/Bsmt.,Laneway House",Freehold NonStrata,Vancouver East,V5P 2C5,"Gorgeous, residential location at the prestigious Fraserview on the South Side with north-facing view. High-end, luxurious, three-level home with over 3,700 square feet and a two-bedroom laneway house. The top floor has four large bedrooms with ensuites. The main floor has an open-concept kitchen including a central island, quartz countertop, engineered hardwood flooring, sauna, jacuzzi bath, air conditioning, HRV, and a covered patio. The basement has a legal, two-bedroom suite, and a theatre room. It also has a 2-5-10 year new home warranty. This new, luxurious, fabulously-built home will be completed by October or November of 2016.",0,Fully Finished,4460.47,,77,1,"April 19, 2016 2:06 am","[""http://maps.googleapis.com/maps/api/streetview?size=470x380&location=1891 Upland Drive  Vancouver, V5P 2C5&sensor=false&fov=70&key=AIzaSyAFiN68UFakXeUjLPb7oAsw3OxToWJuuPE""]"
5661 Highbury Street,Vancouver,"$5,980,000",4,5,4,1,3,4210,9360,1929,House/Single Family / 3 Storey,Freehold NonStrata,Vancouver West,V6N 1Y7,"Big Lot in Dunbar, land value with livable house. 9360 sf lot and 4210 sq ft 5 bedroom house. 2010 new roof and top quality material house (2016 renovation). Walking distance to Crofton House, St Georges schools. UBC. Public Open Houses: Sat & Sun, April 23rd & 24th, 2-4 PM.",1,Full,9316,,72,4,"April 18, 2016 8:14 pm","[""http://maps.googleapis.com/maps/api/streetview?size=470x380&location=5661 Highbury Street  Vancouver, V6N 1Y7&sensor=false&fov=70&key=AIzaSyAFiN68UFakXeUjLPb7oAsw3OxToWJuuPE""]"
2823 Woodland Drive,Vancouver,"$1,199,800",5,3,3,0,3,1980,4026,1912,House/Single Family / 2 Storey w/Bsmt.,Freehold NonStrata,Vancouver East,V6N 3R9,"Solid family home in hot area near 12th and Commercial. RT5N zoning. Features 3 bedrooms up and fully finished 2 bedrooms in the basement , newer furnace and roof Close to Queen Alexander and Secord elementary, commercial station skytrain and restaurants and shops on the Drive. All measurements are approx and to be verified by buyers.",0,Full,4478.37,,14,1,"April 19, 2016 5:55 pm",[]
2807 Eton Street,Vancouver,"$1,388,000",4,2,2,0,2,1730,4026,1926,House/Single Family / Rancher/Bungalow w/Bsmt.,Freehold NonStrata,Vancouver East,V5K 1K4,"Showcasing a RENOVATED 4 BED 2 BATH home in HASTINGS SUNRISE. Main floor features a SPACIOUS BRIGHT living room with a cozy WOOD BURNING FIREPLACE, a stylish kitchen with S/S appliances, QUARTZ countertops & FRENCH DOORS that lead to an AMAZING sun drenched PATIO deck almost 300 sq ft with views of the NORTHSHORE Mountains. Downstairs is a WALK-OUT 2 BDRM suite with its own SEPARATE ENTRANCE & LAUNDRY. This charming home has a beautifully LANDSCAPED SOUTH facing FRONT YARD & a manicured PRIVATE BACK YARD with a bonus WORKSHOP/STORAGE AREA. Great location only 10 mins to DOWNTOWN and blocks to HASTINGS Sunrise SHOPPING, CAFES, PNE's fall FARMER'S MARKET & NEW BRIGHTON PARK. 1st showing Thurs Apr 21 5:30pm-6:30pm Open 23/24 Sat/Sun 2-4Showcasing a RENOVATED 4 bedroom 2 bathroom home in the HASTINGS SUNRISE area. The main floor features a SPACIOUS and BRIGHT living room with a cozy WOOD BURNING FIREPLACE, a stylish kitchen with STAINLESS STEEL appliances, QUARTZ countertops and FRENCH DOORS that lead to an AMAZING sun drenched PATIO deck that is almost 300 sq ft and has views of the NORTHSHORE Mountains. Downstairs has a WALK-OUT 2 bedroom suite complete with its own SEPARATE ENTRANCE and LAUNDRY. This charming home has a beautifully LANDSCAPED SOUTH facing FRONT YARD and a manicured PRIVATE BACK YARD with a bonus WORKSHOP or STORAGE AREA. Great location only 10 minutes to DOWNTOWN and blocks to HASTINGS Sunrise SHOPPING, CAFES, PNE's fall FARMER'S MARKET and NEW BRIGHTON PARK. First showings Thurs Apr 21 5:30pm-6:30pm Open Sat/Sun Apr 23/24 2pm-4pm",0,Fully Finished,4095.68,,61,1,"April 19, 2016 6:35 pm","[""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-2.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-3.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-4.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-5.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-6.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-7.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-8.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-9.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-10.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-11.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-12.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-13.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-14.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-15.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-16.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-17.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-18.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-19.jpg?2016-04-18+20%3A11%3A00"", ""https://photos.lilypad.ca/2807-eton-street-vancouver-R2058738-20.jpg?2016-04-18+20%3A11%3A00""]"
4140 Crown Crescent,Vancouver,"$3,988,000",5,4,3,1,3,3523,6132,1928,House/Single Family / 2 Storey w/Bsmt.,Freehold NonStrata,Vancouver West,V6R 2A9,"North of 10th, Crown Crescent is one of the most sought after streets in West Point Grey. 6132 SF of land on 55x111.49 RS-1 view lot. Additions and renovations (2005) give this charming 5 bedroom home (3 up/2 down) the feel of a newer house. Classic x-hall living/dining room with a newer family room off the kitchen create an open plan that's great for entertaining. Step through double French doors to a southern exposed yard with sunken patio that's perfect for BBQs and family time. Walking to West Pt Grey Academy, OLPH, Lord Byng, Queen Mary, Jules Quesnel, W 10th shopping district, UBC, local parks & beaches. A new build on this lot could take advantage of the views for some amazing mountain & water views.",1,Full,13082.52,,66,1,"April 19, 2016 6:17 pm","[""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-2.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-3.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-4.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-5.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-6.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-7.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-8.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-9.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-10.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-11.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-12.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-13.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-14.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-15.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-16.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-17.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-18.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-19.jpg?2016-04-19+00%3A21%3A00"", ""https://photos.lilypad.ca/4140-crown-crescent-vancouver-R2058713-20.jpg?2016-04-19+00%3A21%3A00""]"
1987 Charles Street,Vancouver,"$1,299,000",4,2,2,0,2,1500,3223.44,1912,House/Single Family / 2 Storey,Freehold NonStrata,Vancouver East,V5L 2V1,"Quintessential East Van character home on one of the nicest streets in the Commercial drive area. This home has all the heritage charm with original Tiffany windows in the living and dining rooms, high ceiling and classic mouldings. Large & inviting patio overlooking your private yard. Perfect for kids play dates and family BBQ’s. Large ground floor with full height ceilings that could be easily suited. Bring your renovation dreams to this sweet east van home just steps to parks, schools, transit & shopping. OPEN Thursday 5:30-6:30pm and SAT/SUN APRIL 23/24 2-4pm",0,Full,3926.1,,93,1,"April 19, 2016 9:20 pm","[""http://maps.googleapis.com/maps/api/streetview?size=470x380&location=1987 Charles Street  Vancouver, V5L 2V1&sensor=false&fov=70&key=AIzaSyAFiN68UFakXeUjLPb7oAsw3OxToWJuuPE""]"
4975 Chester Street,Vancouver,"$1,598,800",4,2,2,0,2,1839,6044.64,1950,House/Single Family / Rancher/Bungalow w/Bsmt.,Freehold NonStrata,Vancouver East,V5W 3A7,"Location, location, location. Rarely available 56 x 107.94 feet lot in popular ""Fraser"" area with well looked after family home. Original hardwood floors upstairs, reno done, including kitchen, in 2003. Spacious 2 bedrooms upstairs and potential 2 bedroom downstairs. The backyard offers a sunny west exposure with a nice deck, 261sf. for entertaining. Quiet, beautifully tree-lined street, family friendly neighbourhood. Great schools, parks, minutes to transit, shopping and amenities offered on Fraser Street. Please don't disturb the owner. First showing sneak peek Thurs. April 21st, 6-7PM, open house Sat/Sun, April 23rd & 24th from 2-4. Offers (if any) will be presented on Tuesday, April 26th @ 7PM.",0,Fully Finished,4790.36,,79,1,"April 18, 2016 11:11 pm","[""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-2.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-3.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-4.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-5.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-6.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-7.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-8.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-9.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-10.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-11.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-12.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-13.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-14.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-15.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-16.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-17.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-18.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-19.jpg?2016-04-18+19%3A28%3A00"", ""https://photos.lilypad.ca/4975-chester-street-vancouver-R2058665-20.jpg?2016-04-18+19%3A28%3A00""]"
6218 Oak Street,Vancouver,"$3,499,000",6,3,3,0,2,4680,8320,1967,House/Single Family / Rancher/Bungalow w/Bsmt.,Freehold NonStrata,Vancouver West,V6M 2W4,"POTENTIAL ASSEMBLE for prestigious Oak St luxurious townhomes. Rare find this remodeled home in prime South Granville sitting on over 8300 sf corner lot, offering 46450 sf of functional living spaces. Updates include showers, appliances, flooring & spotlights on main floor. Sun deck for your morning coffee looking over beautiful mountains. Basement comes with a separate 2 bedrooms 1 bath suite with a full kitchen and laundry which makes a great in-law/guest suite or rental suite as a mortgage helper. Top school catchment - Jamieson Elementary and Eric Hamber Secondary. Close to transit, shopping & eateries. A must see!",0,"Full, Fully Finished",7587.44,,74,4,"April 19, 2016 10:07 pm","[""http://maps.googleapis.com/maps/api/streetview?size=470x380&location=6218 Oak Street  Vancouver, V6M 2W4&sensor=false&fov=70&key=AIzaSyAFiN68UFakXeUjLPb7oAsw3OxToWJuuPE""]"
4010 Inverness Street,Vancouver,"$1,339,000",3,1,1,0,2,1806,3180,1926,House/Single Family / 2 Storey,Freehold NonStrata,Vancouver East,V5V 4W5,"Right in the heart of the desirable Knight/Cedar Cottage area on one of the city's prettiest streets you will find this charming 3 Bedroom character home. Inside you will find hardwood floors throughout with an updated kitchen with stainless steel appliances, updated bathroom and a newer roof. The basement is easily suitable with its own entrance. Located on a corner R-10 zoned lot this home is central to everything, walking distance to Charles Dickens Elementary and Charles Tupper, transit and shopping . This is an excellent holding property, development opportunity, rental investment or family home with a future mortgage helper. First showing Thursday April 21 3:00-5:00 and Open House Saturday April 23 2:00-4:00.",0,"Full, Partly Finished, Separate Entry",4096.72,,91,1,"April 19, 2016 7:56 pm","[""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-2.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-3.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-4.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-5.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-6.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-7.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-8.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-9.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-10.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-11.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-12.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-13.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-14.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-15.jpg?2016-04-18+20%3A24%3A00"", ""https://photos.lilypad.ca/4010-inverness-street-vancouver-R2058484-16.jpg?2016-04-18+20%3A24%3A00""]"
3562 Bella Vista Street,Vancouver,"$2,199,000",5,2,2,0,2,2456,4433,1910,House/Single Family / 2 Storey,Freehold NonStrata,Vancouver East,V5N 3W9,"Investor's dream lot! This RT10 Duplex-zoned lot is 4433 SF with 50' frontage, and some views of mountains & downtown. Very central location, near shopping and skytrain station. a quiet tree-lined street less than 15 mins to downtown. The house is a 3 bdrm, 1 bath in the main floor. And one bed, one living rental uint in basement. A lot of updates, two years new roof, and hot water tank less than 5 years, nice wood floor. You won't miss this one.",0,Full,4870.48,,88,7,"April 19, 2016 7:17 pm","[""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-2.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-3.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-4.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-5.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-6.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-7.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-8.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-9.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-10.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-11.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-12.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-13.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-14.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-15.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-16.jpg?2016-04-19+19%3A17%3A00"", ""https://photos.lilypad.ca/3562-bella-vista-street-vancouver-R2058283-17.jpg?2016-04-19+19%3A17%3A00""]"
6698 Brooks Street,Vancouver,"$2,198,000",5,5,5,0,3,2747,4589,2008,House/Single Family / 2 Storey w/Bsmt.,Freehold NonStrata,Vancouver East,V5S 3J5,"Custom built home locate on a tree lined street in the heart of Killarney area. Super well kept 8 year home just like new. Features such as $35,000 Euroline custom windows, spacious living rooms, a lot of skyline, well design floor plan. OPEN HOUSE: Saturday and Sunday, April 30th and May 1st, 2:00-4:00pm.",0,Crawl,5956.65,,65,4,"April 19, 2016 10:14 pm",[]
